,raw_message,posttime,threadid,name,topic_url
3903,*@Bouledeneige* interesting!  I've never met him.  What is he not so clever at?,2018-03-31 20:57:28+00:00,3209601,To think April Fool's Day came a day early as Eddie Izzard joins the NEC,am_i_being_unreasonable
3904,"*Nelly* that sounds fab.  I'd love to live abroad again.  But I get the feeling that Athens will work out for you and you and the mini-nel and your hobbles will stay put.

*joy* I am in awe of your injecting skills.  I did one half cut once (so pissed off with the process I went out for a couple of drinks and was a complete lightweight by that point) which felt a bit like injecting in a moving vehicle, but I've never actually done it!

I never got big numbers (never tried to because I didn't want the heavy drugs) and I got there.  Don't be discouraged.  IOTO.  

*fox* and *cos* I'm not surprised you've been struggling a bit recently.  You've both had the most extraordinarily rough rides.

*ray* what an insensitive cah.  Some people just don't have the brains they are born with.",2014-09-03 16:54:25+00:00,2142533,TTC way longer than 10 months past &amp; present,conception
3905,"Sybil, how annoying about the house. Hope it all happens soon.

I have been to MW and had sugar in my urine . Quite a lot I think (+3). She said it was nothing to worry about as a one-off (I had just had my lunch an hour before but nothing sugary so not sure if that would affect it) but she wants to test it again next week. If high again I'll have to go for glucose tolerance test. I am disappointed because I never had anything like that with the twins and I think I eat really healthily, although I suppose I have been treating myself a bit now and then recently . No junk food for me this week now. I have just read that most women who have glucose in urine pass the GTT fine and that the urine test is not a good indicator of gestational diabetes so maybe its nothing to worry about. My uterus is measuring spot on for dates so that suggests no GD doesn't it? Did anyone else have this? I am quite gutted really cos it might mean no homebirth . Am I getting worked up over nothing? I really pride myself on being super-healthy so I am really disappointed! [silly]",2010-07-06 16:07:22+00:00,992797,June 08 - a Coalition for all (even those with May or July 08 babies).,postnatal_clubs
3906,Perhaps he thought it did have something to do with it.,2008-05-11 14:59:17+00:00,528546,To think a doctor really should be asking...,am_i_being_unreasonable
3907,"Wow!

Do update us on her reaction!!",2014-04-17 08:08:13+00:00,2055728,To not want to pay &pound;50 for a load of old tat that's been foisted on me?,am_i_being_unreasonable
3908,"My DD is nearly 4yo and the first five paragraphs of your OP (food/sleep/water/noise). applies to her too.  I'm not worried.  Annoyed/tired, but not worried.

She miraculously overcomes most of these things when at Pre-school, or if with a friend or cousin.

",2012-06-19 05:04:21+00:00,1498015,If DS is a measure of my competence as a SAHP...,parenting
3909,*ellie* I'm diabetic so baby will most likely have trouble regulating sugar levels when born and also maybe other things depending on how early they are. Dd was in for nine days,2012-07-31 12:35:09+00:00,1518939,December 2012 - Halfway to our Christmas elves and fairies!,birth_clubs
3910,"I've met a fair few celebs down the years - mainly musicians or DJs, and some of them aren't exactly household names anymore but here goes with a short selection.

Cilla Black
Absolutele horrible cow. The Cilla you see on the telly is not the real person.

Andy Peebles (ex Radio 1 DJ)
Slimey little tw*t

Iris Williams (Welsh singer)
really unpleasant up herself diva

Paul Daniels
Creep

Chris Evans
w*nker

Stan Boardman (comic)
Lovely bloke

Gerry Marsden (of the Pacemakers)
Another lovely bloke

Emperor Roscoe (Radio 1 DJ)
Lovely

David Hamilton (DJ)
An absolute sweetheart of a man

Gary Moore (guitarist)
Lovely polite friendly bloke

Peter Green (guitarist)
Absolute sweetheart

Todd Carty
Another lovely bloke

Tracy Shaw (ex Corrie)
Surprisingly down to earth, nice.

Nicest of the lot
Val Doonican (remember him?)
The nicest, sweetest most genuine person it has ever been my pleasure to meet. And he was like that with everyone. He was also a big star at the time, with the Saturday night TV show but you would never know it.",2010-06-17 16:12:21+00:00,618859,The nastiest/meanest/rudest celeb you&#39;ve met/come across...,_chat
3911,"My sister has quite a weak constitution and literally gets ill every time she goes on a plane, and puts it down to all the germs bouncing around in there. 

She may not know they have a cold but with some people you can make quite an educated prediction. I avoided certain people when my daughter was tiny for similar reasons. The problem is that it has been left too late and would be quite rude now.",2019-12-13 19:29:04+00:00,3767540,Newborn and GPS with colds,am_i_being_unreasonable
3912,annoyingly you can't buy a mangle on amazon,2016-03-04 16:30:48+00:00,2513753,The year the lights went out?,preppers
3913,"My ds2 has recently had an exclusion from school (for fighting) we had a meeting with the head who told us 'your boys are quite an enigma in school- they are the most polite well mannered boys they hold doors open for staff,wont let a female teacher carry a heavy bag,will always run errands - yet they really have no 'messing' they dont lie and are entirely honest but they will not take any nonsense,they dont argue they dont insult other children or anything but they hit back'.

I was quite pleased at the manners part not so sure about the rest......",2009-06-02 14:25:32+00:00,765924,do you teach chivalrous manners in your boys?,parenting
3914,"*@Algebraic* how's it going today?

And congratulations, *Sewing*.",2017-07-25 19:08:34+00:00,2962422,July 2017 #6 - labour here we come,birth_clubs
3915,"Crikey - the number of ways people can judge you that I never even thought about.
In the last week or so I have learnt that:

I am beyond the pale for having and using a toilet brush.

I am a social outcast for sending round robin Christmas letters (never mind all my friends do too, we all enjoy then and NOONE boasts about their kids - the ones who did got dropped off the list years ago).

Now I'm an unimaginative sod (nice) because I wear the same jewellry every day.

Good grief.",2010-12-09 14:00:36+00:00,1101498,to htink peopel who wear teh SAME jewellery every day are unimaginative sods?,am_i_being_unreasonable
3916,"From a health point of view, both physical and mental, this is worrying but not necessarily dependancy.",2021-07-27 20:15:54+00:00,4306867,Is this alcoholic territory?,am_i_being_unreasonable
3917,"Stir fries with noodles! Can't believe I forgot those!

Totally understand about not wanting meat substitutes but just wanted to say that they have come A LONG way in recent years. (memories of horrendous dehydrated textured TVP/soya - shudder!) 

Sometimes there just isn't enough protein in a purely vegetable meal to keep you full. Might we worth keeping an open mind if you find this.",2019-04-07 09:10:47+00:00,3553126,Favourite vegetarian recipe?,_chat
3918,"I have really seen the effects. I'm a photographer ( not a rip-off one)
Last year I did 10 weddings plus lots of family children portraits.  The year before I did 18 weddings and average spend on a portrait was higher. 

Now this year I have 2 weddings and people are not spending on luxury items like portraits    I think I will be lucky to break even this year accounting for my insurance and advertising costs, running the car etc

I'm also due to loose our child benefit as my dh is just on the threshold. 
I am having to thighten my belt massively this year 

If interest rates do go up it will be terrible for some families

They will have to eventually   Very worrying. 


",2011-04-13 16:41:47+00:00,1192638,Simple Economics ?,am_i_being_unreasonable
3919,"I'm trying to remember how many interviews/open days I went to. There was a 2 day thing I did at the end of year 12 in London and another 2 day one in Durham. Both of those were very much for students and so a parent would not have had anything to do if they had come. 

Then an interview with an overnight stay, a one day interview and at least three open days. That would have been at least 10 days annual leave to take. I get 26 days leave plus bank holidays so using those days would be a high percentage of it. 

I do care about my children and tbh I could see that it could be useful for DS to have someone else there to notice some things but surely it will be him going so he's the one who needs to do it rather than me coming along.",2016-12-15 14:03:00+00:00,2804629,to not take annual leave for dd's uni open day?,am_i_being_unreasonable
3920,"YANBU! It’s an expensive, once in a lifetime style location. Why should you pay hundreds just to attend a hen do?",2018-05-15 07:15:12+00:00,3249683,To not go to the hen weekend,am_i_being_unreasonable
3921,"Just don't go, prior appointment - it is a bit tricky as its lunchtime so harder to make excuses but I don't know, last minute drama?  or just can't afford it.

I think personally if you say you can't make it then someone else may ask why and then you could get into wrangles trying to explain.

if it were me (and in other offices) we've always gone to these things despite how we feel.  In fact when I was very young (I think first or 2nd job) I made the mistake of asking ""why don't you get along etc?"" to someone about someone else they froze out in a team.  The looks I got.

sometimes its easier to box clever and be 2 faced for a better relationship at work with the others.",2014-05-25 12:46:48+00:00,2088764,to not go to this leaving 'do'?,am_i_being_unreasonable
3922,"I cooked Christmas dinner for 10 with a dodgy grill, a small ""turbo cooker"" (glass bowl thing with a fan heater in the lid) and a hob, including yorkshire puddings and homemade mince pies and I will NEVER be doing it again.",2006-09-27 19:00:43+00:00,219798,What do you do with your Christmas Dinner? Trying to impress!,food_and_recipes
3923,Message withdrawn,2009-11-24 14:57:39+00:00,866969,Asthma Medication,allergies
3924,"Thank you, Sophoclesthe fox, I do worry that I don't quite get the 'tone; on here.  It is the only social media forum I have evere tried to take part in and I do find it surprisingly nerve-wracking.",2020-12-21 19:32:07+00:00,4111361,Eddie Izzard...,womens_rights
3925,"Daniel Radcliffe in the Harry Potter films and in The Woman In Black.

Olivia Colman and Helena Bonham Carter in The Crown.",2020-08-11 19:10:41+00:00,3993003,"In your opinion, which roles were miscast?",films
3926,"Get rid of him and I promise you, about one month later you will be much, much happier.",2021-01-27 08:28:58+00:00,4147773,Disrespectful Db,relationships
3927,wow thats positive news ZacharyQuack. Think I may look into it after the summer as don;t fancy elastic stocking in my summer skirts. Thanks,2009-04-15 17:27:08+00:00,738574,Varicose Veins treatment,general_health
3928,"Daughter ordered a net of lemons. She got a box of lemons. Over 120 IIRC. We made lemon cakes, lemon pies, lemon mousse and lemon curd. 

Got over this and blow me if she didn't get a huge net of carrots!",2018-10-16 15:13:41+00:00,3395636,I never thought it would happen to me...,_chat
3929,"Sorry I wasn’t clear - it was exceeding for writing. 

I wasn’t going to say anything originally, just now I’m doubting myself and whether I should. I guess it comes in the context of not being sure if she’s had a good year and a few seeds of doubt about the school and this years teacher.",2019-07-20 08:46:14+00:00,3642956,"DD dropped standard in yr3 compared to yr2, should I be concerned?",primary
3930,Thanks *@Minster2012* that’s good to know - I thought there was a shorter period of time it could all happen and you could take the meds for. I’m sorry to hear about your miscarriage. That’s not easy. I had one in June at 11 weeks. Hoping this is our time!,2020-09-14 21:21:58+00:00,4021606,Sept IVF/FET Part 2,infertility
3931,"I'm really sorry, but I have a 15 minute drive and it's horrible. It's such a pain having friends for tea, it's a nightmare if they forget something vital, it's a pain if they are poorly and you have to go and collect them, it's ^awful^ if you don't feel well and you have to drive them anyway - you can't just ring up a neighbour and ask them to take yours with hers, there's no spontaneous playing, it all has to be scheduled and organized -  I love where I live but I would never, ever do it again. Sorry! 

<seeker skulks off shamefacedly, aware that she has ^not made things better.......>",2010-08-24 16:23:22+00:00,1027103,Is a 30 minute drive to primary school going to be horrible?,primary
3932,"congrats to *neenz* and *summery* [grin]

Tilly 2 weeks old now- I now need to stop eating biscuits 24/7 boring..

Mix feeding going ok she doesn't look impressed when I give her a bottle though much better if it's someone else

I'm far too chicken and paranoid to co sleep have to struggle to stay awake ",2010-08-09 09:51:22+00:00,1013399,"August 2010: August is here, our babes are near!",birth_clubs
3933,"I was willing to give Jane a chance to explain, as a woman, what she thinks about women who have no desire to give up their penis, because they also want to be a man - when it suits them.  Yet insist on accessing spaces specifically for people without a penis and campaigning for natal women to no longer be called women. My question has not been answered. 

I have read the latest post updates and got to the part where Jane gets disability allowance for her ""condition"". What condition? Is being a woman classed as disabled now? 

Fucking Hell ladies let's get our disibility claims in..... [hmm]

Do you get free sanitary protection as well Jane?",2018-11-09 13:38:37+00:00,3394753,Butterfly ITV,telly_addicts
3934,"Shame on all you who said the driver was running a scam. 

You should all apologise. The driver went out of his way to ask another driver to help him out with change. Shame on all of you for having no faith!!",2017-09-18 19:10:17+00:00,3035713,My son has just paid for bus ticket with a twenty pound note...,am_i_being_unreasonable
3935,"No, I'd bin it.",2018-08-19 08:40:41+00:00,3340102,Would you eat this houmous?,_chat
3936,"oh yes they do *1scoop* not only that, they also want her to take the then 3yr old to the other side of town for pre school near where they live, then pick him up and take him back to mums. It will take at least an hour to get across town in rush hour to get him to pre school on time and then about 20 minutes to get back home again. then to return two hours later to collect.

My mum suggested that he goes to a pre school near her house, but they want him to go to the one attached to the school he will attend. This is understandable in many ways, however if you have free child care, I feel that sometimes you need to make sacrifices and realise as long as its a nice nurturing pre school it doesn't matter which one they go to or if its attached to the school. Many children don't go to the pre school attached to primary as they have been at full time day care nursery until they start school.

I think part of me is deflecting my grief and being angry at them for not being considerate towards my mum.",2016-03-01 10:22:38+00:00,2582009,To be annoyed with these people?,am_i_being_unreasonable
3937,"Oh LittleChickpea - please come back and read this thread when your baby is five weeks old, I would be really interested to know whether your thoughts have changed.

I work for a very large company in the city where I have been for almost ten years. They effectively give me the equivalent of  8 months paid maternity leave, and anything after that up until a year is unpaid. This is obviously incredibly generous - let me tell you that it is generous for a reason, they ask an awful lot of their senior employees. 

I came back in September after one year of mat leave, and I will shortly be telling them that I am pregnant with #2, and I want to start my mat leave earlier this time (mid July perhaps).

Do I feel guilty? A little bit, but I don't know if I should. I have worked incredibly hard for them for ten years, late nights (sometimes all night) and sometimes weekends, sacrificed any amount of personal commitments and done whatever they have asked of me. It is incredibly difficult to do my job as a working mother (they rejected my flexible hours request but I have an unofficial arrangement where I can leave at 5pm to relieve the nanny, then I continue to work - for however long is rqeuired - after the baby is in bed at 7pm) and every single day is a battle. I am completely exhausted all of the time.

Do I feel guilty about my contractual and statutory entitlement? Am I going to wait to have another child (I am early thirties) because it might not suit them? Erm no I'm not.

",2013-03-04 12:31:33+00:00,1696098,to think this is really not on (maternity leave),am_i_being_unreasonable
3938,"Context is key here. We alternate btw my folks and my DWs folks and Christmas at home now we have kids. Her parents are on their own when we're not with them because she's an only one. Sometimes mine are on their own if my brother isn't there either with his family. When kids live long distances from their parents that's just it isn't it. It does suck, but there's no way around it.",2017-12-03 17:26:10+00:00,3103364,MIL angry my DH is spending Christmas with my family.,am_i_being_unreasonable
3939,"Induction hob on Island here.

Love it.I can chat to guests while cooking.

I have a ceiling mounted extractor that only protrudes about 6"" it is glass /stainless steel and bends in really well with the rest of the kitchen.  You use a remote control to turn it on/ off.  It could also be mounted flush but was going to cost £££.

The previous kitchen had an eye level one which I hated as I kept hitting my head on it! ",2020-02-18 18:58:06+00:00,3826440,Hob on kitchen island?,property
3940,"It is too late to say anything, I agree. But I think you still have the opportunity to remind DD that you think the athletics is a strength of hers and that she did really well and will do next year (assuming it's not athletics season now)

It's a life lesson I think - not everyone outside the home appreciates us but our family always will.",2008-10-21 11:37:13+00:00,631690,ok its 6 months since the reports came out (end of year 3) and I am still cross about something -warning precious and possibly a bit petty,primary
3941,I would let him stay with your brother rather than upset his routine but I thin U will definitely need a tv or laptop and wifi. A 12 year old will be hard work so make sure u are prepared and consider not moving him until the new school year. Why can't he stay with his parents? I think a sister will be a poor substitute for a mum and dad at that age but that's just imvho.,2016-10-30 11:22:17+00:00,2767880,Does anyone NOT have a TV?,am_i_being_unreasonable
3942,she's not too bad actually thanks. except for not wanting to go to bed and when she does it is in ours so that I end up on the sofa! (not as bad as poor Dh who ends up with DD and the cat taking up all the space!),2007-03-25 21:48:44+00:00,277197,ITALIAN mums out there - franca etc,other_subjects
3943,"Also *alpaca* if you have a dh or any offspring who demand you move up so they can sit down, put them in the garden for now and then consult *thigh* for further disposal tips.",2019-02-22 18:06:30+00:00,3514284,I can offer you solutions to all your problems *Title edited by MNHQ at OP's request*,_chat
3944,"I am  much older than you. You lucky thing to be so young.I shop 99 % in charity shops and all my clothes are from Boden ,Hobbs , Jigsaw and the like. Cheap and easy way to help yourself and other people. I am a great believer in the Paul Mckenna I can make you thin cds. I have been totally in the zone for months. Desperate to exercise( I like aqau fit, Davina Mcoll dvds   and walking) and losing loads of weight.",2013-06-04 20:45:21+00:00,1771443,Fuck. I look like a middle aged frump.,style_and_beauty
3945,Helena,2009-06-26 14:24:00+00:00,780222,she&#39;s born and i still can&#39;t think of a name!,baby_names
3946,"Hmmm, after a quick Wiki, it seems that Dinner for One is also broadcast in quite a few other countries... 
it is British though...",2020-05-01 15:45:38+00:00,3896555,A fun fact about Germany please,_chat
3947,"""not deliver such worrying news in an alloted 10 minute slot within earshot of other parents... ""

What worrying news? [confused] She's 4. How is that worrying? She has a long time to get these things sorted out. 

BTW, try to get out this habit of making unpleasant remarks about your child's teacher. It's not a good way to build the sort of relationship you need to have,. ",2011-11-14 15:55:25+00:00,1342953,to feel shocked that my 4 year old was slated on 1st parents evening,am_i_being_unreasonable
3948,"*@StoppinBy* it is not dh's or mine responsibility to pay for her holiday!!!! Ffs if she wants to go on holiday then SAVE for it like the rest of us have too. 


You're basically saying we don't give her enough maintenance because she can't afford to go on holiday? Ridiculous. 

And no I keep saying it's not my business she's gone on holiday. I couldn't care less but I've fucking paid for it",2019-01-14 22:52:09+00:00,3478796,Ex spent money to go on holiday ,am_i_being_unreasonable
3949,"I kind of just need an outlet here. i've been with my dp for 4 years and we have a 2 year old and one year old. as people we get on well and have lots in common like spending time together but i am utterly frustrated with feeling like my feelings are invalid and when i need support it is just not there. 

he works mon-fri  and i work saturday-sunday (looking for more conveniant work schedule but only option to pay the bills at the moment) and i do everything. monday to sunday i get up 5-6 with the kids do all of the night feeds, wash up every night, iron the clothes, take the kids out, cut the grass cook dinner. everything and he gets to lay in until he starts work and be waited on hand and foot. i feel guilty to ask him to help because he will accept but just give me a glare and i feel like i'm in the wrong for asking. i even have to do this when im working. i got up at 5am this morning, got the kids dressed, made there breakfast, went to work at 8.45 worked until 6.30 got home, made the kids dinner, washed up and cleaned the trashed kitchen from where he made the kids lunch and didnt wash up and put the kids to bed. i've told him every day that i am exhausted and he didnt offer to help once.

i told him that i was upset by this and just wanted to feel emotionally valued or even valued that i work hard and every time he will relay the same phrase of 'tell me what i can do to help and i'll do it' but in a really frustrating monotonous tone and it'll always be the exact sentence. or 'well there's nothing i can do now' and it's over. i feel like i can never say anything after that and it just goes back. i just sat sobbing in front of him just telling him that im sad and tired and he listened then told me his tea was getting cold, hugged me then walked downstairs and let me cry. he makes me feel like i'm wrong for wanting to have some support and makes me feel guilty and backtrack. i'm just exhausted and tomorrow he'll make me feel bad for tonight and i'll end up apologising and i know it's coming and i'm just exhausted",2019-08-10 23:37:52+00:00,3662294,to feel drained that my emotions get shut down by dp,am_i_being_unreasonable
3950,"Posting here as Products is quiet.

Just had my 36 weeks appointment with my midwife. She recommended I look at sterilisers and choose one in case I need to Amazon Prime one when baby arrives.

Planning to BF, so may not need one initially but have borrowed a Medela Swing breast pump from a friend (again, in case needed) so would need to sterilise that if/when used.

I've had a little look in Boots but was overwhelmed by the choices [confused]. In this situation, would people recommend cold-water sterilisers, microwave or electric? Do they all fit most things in or do I need to be careful with specific bottles only fitting in specific ones?

Thank you [smile]",2017-12-21 12:34:33+00:00,3118485,Sterilisers - recs please,pregnancy
3951,"Really Xenia - so you think that the children should be miserable - that's nice!

I don;t think that SP is saying that she doesn't want the children to see their dad, just build up the time gradually surely so that they all benefit from it and enjoy a healthy relationship rather than being forced to go",2008-04-28 19:18:40+00:00,521487,How can I get ex to see the dc`s point of view without him saying I put words into their mouths?,lone_parents
3952,Wait rose essentials loo roll,2014-01-03 13:31:19+00:00,1952905,What have you bought because of Mumsnet?,style_and_beauty
3953,"*Surely if students are clever enough to apply for uni they should be clever enough to at least look at league tables for their course!*

Ah if only it were so simple. 

Take first generation students for example- they are considerably less likely to apply to an elite university despite achieving the same level of qualifications. This isn't because they are less intelligent. There are lots of factors which influence the decision to apply to university abs to apply to particular universities. ",2021-01-11 13:53:50+00:00,4132567,Are unconditional offers from Uni ever a good thing?,_chat
3954,I've worked in the Gulf and have visited Oman on holiday.   I would go with 3/4 length sleeves.   It won't be that warm in December.,2018-06-10 16:39:49+00:00,3273802,Sleeve length for working in Oman,style_and_beauty
3955,"*Realistically though, brining a child into the world who may spend their life struggling isn't a choice many would make. For the child, not for the world*

The key word in your comment is MAY

Just because one parent is autistic,  it does not guarantee that any or all children in that partnership will be autistic.",2021-07-25 01:18:54+00:00,4305027,DP doesn't like PIV,relationships
3956,No advice but we would like to move but can't for the similar reasons. I have recently gone self employed so my income can't be taken into consideration yet. We can comfortably pay our mortgage but would not be allowed to borrow as much as we have now again just on dh's salary. I think banks are being very cautious which is a good thing. Isn't maternity leave classed as continued employment though?,2009-09-17 12:57:46+00:00,827167,"Advice - want to move, port mortgage, but on mat leave",property
3957,"Hello,
Thank you all for your input.
I spoke with immigration, they told me that dd can leave and come back with a return ticket. We will return to US in September and apply for the dependant visa then. In terms of my intention and honesty, I have always been honest with immigration that is why I want to be up front with them and do things right. My daughter was born just this year, she is still a newbee, there was no time to get her visa as well and we are going for a very important event... I'll let you know if we have any problems... once we return... if we return :)",2011-06-17 08:55:27+00:00,1238986,Visa for baby?,holidays
3958,"One argument could be that it actually isn't a ""Disabled"" toilet it's an ""Accessible"" toilet.

So if for any reason, not just disability, you are unable to access the usual toilets, you are free to use these ones. Having a pram means you can't access the small cubicle and need more space, therefore you are not abusing the facilities if you use them for this reason",2021-08-09 22:48:40+00:00,4318883,To ask Aquarium to put a radar lock on the disabled toilet,am_i_being_unreasonable
3959,"* Football is a whole issue on its own - it’s all bound up with self worth and gender stereotypes and all that. I read an ethnographic report into football in primary schools which described it exactly - girls not allowed to touch the ball, forced off the pitch to the edges of the playground.*

I am hearing this from DD10, just this week. Boys don't want to give up the 'best' pitch to girls, so they just take over and won't pass to the girls. I am going to email the school, and pursue it next year if I have to",2021-07-17 16:46:32+00:00,4298544,To think they should separate girls and boys on sports day,am_i_being_unreasonable
3960,The British electorate is rather different from the American one. I'm not convinced the hard right under Boris can get more than 30% of the vote here.,2019-09-04 06:59:14+00:00,3683129,Westminstenders: Drain The Swamp,eu_referendum_2016_
3961,google 'hire baby equipment edinburgh' - it's a service that exists all over the UK I think.,2014-01-14 11:28:08+00:00,1966089,Can I borrow a travel cot when in Edinburgh for 2 nights?,local
3962,"I'd be tempted to go round and use your best sympathetic head tilt, say you are so sorry her husband and son are struggling but perhaps she could get some support with their behaviour eg [[https://www.lucyfaithfull.org.uk/stop-it-now-helpline-campaign.htm]]

This is absolutely about them not you.",2018-08-21 10:36:55+00:00,3342238,To think I can wear what I want in my own house?,am_i_being_unreasonable
3963,"AV is precisely what is used in all  party leadership elections (and students unions, trades unions etc etc).  No you don't have what is called an exhaustive ballot where someone drops out each time and you vote again (X Factor style).  

AV has exactly the same effect - although you can't change your mind between rounds.  You express all your preferences at once and then during the count the losers are eliminated and your ballot paper moves according to your preferences if necessary. 
",2011-05-05 14:09:07+00:00,1207616,Can I ask a question about AV please?,politics
3964,Any recomendations for decent scales,2010-03-15 20:00:28+00:00,925375,NOTHING TASTES AS GOOD AS BEING SLIM FEELS,weight_loss_chat
3965,Could it have been your landlord? ,2020-03-03 19:50:36+00:00,3838222,Thinking someone may have been at my flat when I was away. What to do.,_chat
3966,*@Batsypatsy* casserole sounds perfect. Sorry you're not sleeping well. That just makes everything much worse. ,2019-02-17 17:39:42+00:00,3508757,Not coping,feeling_depressed
3967,I was under the impression that you had to be 16 to sit in extra legroom seats?,2013-07-19 10:36:08+00:00,1806442,worth paying for extra legroom on chartered flight for DC?,holidays
3968,Pork scratchings are lovely. Don't read the packet. Drink a glass of water.,2007-09-03 13:40:10+00:00,381979,Pork scratchings: are they always wrong?,food_and_recipes
3969,I love Hawke now - dh is grateful we’re not having any more dc as I’m not sure he’s convinced by the name [grin],2021-02-20 15:20:45+00:00,4171458,August???,am_i_being_unreasonable
3970,"FRIDAY.

That's better isn't it? I mean its sooner so the waiting isn't so bad, but then it is very soon. Are you pleased? Do you feel sick?",2008-03-18 19:47:07+00:00,497416,Keeping on the straight and marrow - 10 / 10 thread - all welcome,general_health
3971,"Lindt certainly not the only soy-free dark chocolate! 

Green & Black's usually is, but my personal fave is Montezuma's (Waitrose sells it). And I have 13 months dairy- and soy-free experience thanks to my sensitive breastfed dc3! [wink]",2013-04-16 19:29:10+00:00,1732950,Best dairy free dark chocolate?,allergies
3972,Will I ever fall pregnant ,2021-06-17 22:46:05+00:00,4273553,I know everything about you. AMA,mumsnet_classics
3973,"I know I should, really, but my hair too big otherwise.  I have to leave it to make loose waves when not blowdrying, because as soon as I brush it, it goes fizzy, giving me a heart attack every time I catch my reflection in the glass walls at work!  I could cut down though - I'm only working three days a week now, so could go natural the rest of the time.

Man, after following all these tips I'm going to look fabulous.  [grin]

<<delusional and happy>>",2011-06-09 22:31:08+00:00,1232992,"My hair is dreadful - dry, dull, like straw, really",style_and_beauty
3974,"Which browser are you using at present ?  (Sorry, wasn't clear from query.)

Some browsers (Firefox and Chrome, in the past, but policy may have changed since some of my gear is older and cannot get latest versions of all browsers) could store and display any saved passwords (I used to take screen shots of all the sites / usernames / passwords held by Firefox), but now some websites are using different methods - sometimes not calling it the ""username"" at all (so browsers that ""store"" won't see a username prompt).

I saw [[http://lastpass.com LastPass.com]] recommended on [[http://twit.tv TWiT.TV]] and have been using it for many months now.  It's free for use on desktop systems but they charge a fee for mobile phone versions (and I have no iPad to test it on).

They have add-ons for several different browsers, it will read in any existing details and then give you the option of using only LastPass.  Your login details are backed up to their servers but encrypted so it should not be trivial for someone to steal your login details (whether one considers their staff or, perhaps, some hackers).",2015-06-14 09:41:26+00:00,2402148,How do I change passwords stored by webistes?,geeky_stuff
3975,You have a nice face! Don’t spoil it.,2018-11-17 11:00:31+00:00,3425967,Help my face (with photo),style_and_beauty
3976,"Nope, YANBU. 

He needs to grow up. But if having an actual baby in the house hasn't changed his behaviour, I'm doubtful that he ever will.

How old are you both?",2019-09-06 12:08:00+00:00,3685090,Need advice,relationships
3977,"I'm in a similar position (currently 22+5), and most my baby weight is heading straight for my legs (the rest for my bum!!) despite doing three spin classes a week and squatting like there's no tomorrow, I'm at the stage now where I'm just embracing it and will deal with the weight after baby is here.",2015-04-15 18:45:02+00:00,2356050,Exercise Advice,pregnancy
3978,"*What if they can't be arsed with talking to you because you seem like tedious hard work?*

Or, they can't be arsed talking to you cos you've just spent ages slagging them off and saying they shouldn't have a voice!",2019-01-26 23:40:40+00:00,3490075,Courting the far right is wrong....,womens_rights
3979,"Pah. Am I too late? (The power's been off all day and we've just had dinner, after getting back into the 21st century)",2013-03-20 19:11:32+00:00,1712700,"TONIGHT: Educational provision and teaching approaches for children with PDA 6.30-7.30pm, Wednesday 20 March 2013",special_needs
3980,"Sunshine - I'm sure I can see a line [grin]

No new info from me whilst I'm in the 2ww except my IC pregnancy tests turned up yesterday and I've already used 2 of them (yes I am fully aware that I have about another 10 days before anything would show up) 

Everyone had a nice weekend?",2015-07-05 16:12:39+00:00,2406404,"Summer heat, sperm and egg meet on, oh, the July Bus (wo-wo-wo)",conception
3981,it's topshop I'm sure it is! ,2011-04-28 20:25:17+00:00,1203264,Alex Jones' dress on the One Show.,style_and_beauty
3982,I wouldn't say stay if you're not happy in the relationship but remember when you say it's not what you want for your child your child has another parent who should have a say.,2020-09-13 14:11:17+00:00,4022400,"Becoming a single parent, the steps to take",relationships
3983,"A company I worked for used to have the Christmas party there every year. You actually only have the main hall where the dinosaur used to be, for dining and another room at the side for dancing. Presumably this would be used for the wedding ceremony too. You also get the use of adjacent loos. You can’t wander very far.",2019-01-01 18:59:54+00:00,3466201,Has anyone got married in a museum?,_chat
3984,"You sound to me the sort of people who moan about how long you've had to wait to be served, and when the assistant says she's sorry for the wait, you stare wide eyed and say, ""It's fine, no problem at all"" As others have said, bit of a non event, really.",2018-04-13 17:48:11+00:00,3220542,Really selfish woman in Cafe today - need to vent!,am_i_being_unreasonable
3985,[grin] *Edmund*,2016-06-25 21:25:34+00:00,2670642,to think Nicola Sturgeon should be tried for treason?,am_i_being_unreasonable
3986,And Dallas!! Nice to see you too!,2013-09-22 22:04:21+00:00,1860733,Completely fucking pointless thread about step-parenting.,stepparenting
3987,"Maybe Johnson will come back from Dublin having pushed at an open door on an NI only backstop. The EU formally offers it. He claims a victory, people in this pub pretend it's what they wanted all along and we leave on 31 October. I could live with that.",2019-09-09 07:15:20+00:00,3686954,The Brexit Arms,eu_referendum_2016_
3988,"*sieze*- I know how you feel.

I'm certainly hormonal- but the lack of tennis hasn't helped. 


And I want my[tennis] back!",2013-07-08 21:25:28+00:00,1797391,Men's singles final part two!,telly_addicts
3989,I've been awake for ages.  DS now asleep after an unsettled night.  Roll on 8 am.,2017-08-08 07:37:25+00:00,2985562,Results Day 2017,scotsnet
3990,My boys having a post walk cuddle.,2020-03-08 17:31:42+00:00,3842609,To want to show you my beautiful doggo,am_i_being_unreasonable
